id,car_name,yr_mfr,date_mfr,fuel_type,kms_run,sale_price,city,times_viewed,body_type,transmission,variant,assured_buy,emi_starts_from,booking_down_pymnt,total_owners
751,mahindra renault logan,2010,2019-08-22T11:02:53.117,diesel,104324,90000,faridabad,855,sedan,manual,dlx 1.5 dci bs iv,FALSE,2090,13500,1
752,honda city zx,2006,2019-08-24T09:15:15.601,petrol,53377,100000,lucknow,194,,,1.5 exi,FALSE,2323,15000,5
753,maruti swift,2012,2020-11-29T13:51:08.844,diesel,164127,273199,gurgaon,907,hatchback,manual,vdi,TRUE,6346,40980,1
754,hyundai eon,2013,2021-03-02T12:35:17.956,petrol,44854,213599,gurgaon,473,hatchback,manual,era plus,TRUE,4961,32040,1
755,hyundai elite i20,2014,2021-04-02T08:18:35.68,petrol,65178,420099,noida,1405,hatchback,manual,sportz 1.2,TRUE,9758,63015,1
756,hyundai new elantra,2012,2021-03-30T05:52:35.858,diesel,108532,488599,mumbai,2221,luxury sedan,,1.6 sx at,TRUE,11349,73290,1
757,honda city,2010,2021-03-19T09:23:48.062,petrol,113701,353199,new delhi,303,sedan,manual,s mt petrol,TRUE,8204,52980,1
758,maruti swift,2019,2021-03-26T13:23:57.989,petrol,2576,648899,chennai,1333,hatchback,manual,vxi,TRUE,15072,97335,1
759,maruti wagon r 1.0,2017,2021-03-23T11:38:56.492,petrol & cng,47637,400299,mumbai,936,hatchback,manual,lxi cng,TRUE,9298,60045,1
760,maruti alto k10,2015,2021-03-21T11:20:33.126,petrol,11366,329999,pune,1416,hatchback,,vxi amt,TRUE,7665,49500,1
761,mahindra tuv300,2016,2020-10-15T08:43:42.953,diesel,34658,534599,bengaluru,2323,suv,manual,t6+,TRUE,12417,80190,1
762,honda city,2015,2020-12-02T10:49:28.181,petrol,38614,702299,bengaluru,1700,sedan,manual,v mt petrol,TRUE,16313,105345,1
763,hyundai santro xing,2009,2021-03-28T07:28:29.791,petrol & lpg,68306,239999,bengaluru,361,hatchback,manual,gls,TRUE,5575,36000,1
764,tata tiago,2016,2021-03-27T11:57:13.897,petrol,83614,321099,ahmedabad,981,hatchback,manual,xz 1.2 revotron,TRUE,7458,48165,1
765,maruti wagon r 1.0,2010,2021-02-15T09:27:37.323,petrol,115045,230999,chennai,536,hatchback,manual,lxi,TRUE,5366,34650,1
766,honda city,2011,2021-03-09T11:33:16.679,petrol,73611,317299,mumbai,696,sedan,manual,s mt petrol,FALSE,7370,47595,2
767,maruti alto k10,2013,2021-03-11T10:05:48.846,petrol,36750,236999,gurgaon,1884,hatchback,manual,vxi,TRUE,5505,35550,1
768,honda jazz,2010,2020-11-16T11:00:01.231,petrol,102047,231899,pune,3321,hatchback,manual,1.2 base i vtec,TRUE,5386,34785,1
769,hyundai santro xing,2009,2020-10-09T23:30:01.241,petrol,102210,181399,bengaluru,2330,hatchback,manual,gls,FALSE,4213,27210,3
770,honda amaze,2014,2019-09-11T06:55:37.36,diesel,68279,325000,new delhi,118,sedan,manual,1.5 smt i dtec,TRUE,7549,48750,1
771,skoda rapid,2017,2021-02-23T14:24:11.498,diesel,38359,826299,pune,3778,sedan,automatic,style 1.5 tdi at,TRUE,19193,123945,1
772,maruti celerio x,2018,2021-03-04T05:55:30.26,petrol & cng,57877,391699,ahmedabad,5038,hatchback,manual,zxi,TRUE,9098,58755,1
773,toyota etios,2011,2020-05-25T11:50:50.195,petrol,106451,200000,mumbai,154,sedan,manual,vx,FALSE,4646,30000,2
774,datsun go,2015,2021-03-27T06:22:28.251,petrol,63585,224499,pune,3923,hatchback,manual,t,TRUE,5215,33675,1
775,maruti alto,2011,2020-12-27T06:44:29.219,petrol,29879,223999,bengaluru,2102,hatchback,manual,lxi,TRUE,5203,33600,2
776,maruti wagon r 1.0,2018,2021-02-17T13:26:29.623,petrol,32446,358899,ghaziabad,2198,hatchback,manual,vxi,TRUE,8336,53835,1
777,maruti ignis,2017,2021-02-23T07:21:21.728,petrol,8480,555699,mumbai,1564,hatchback,automatic,zeta 1.2 k12 amt,FALSE,12907,83355,1
778,skoda rapid,2014,2021-03-15T13:30:40.828,petrol,83429,505999,bengaluru,1754,sedan,automatic,1.6 mpi at ambition plus,TRUE,11753,75900,1
779,hyundai i20,2013,2021-03-21T15:32:01.987,petrol,45714,328599,mumbai,2786,hatchback,manual,magna 1.2 vtvt,TRUE,7633,49290,1
780,hyundai i20,2013,2020-03-28T06:57:27.678,diesel,81344,285199,gurgaon,1027,hatchback,manual,magna 1.4 crdi,TRUE,6624,42780,2
781,maruti ertiga,2015,2021-02-09T09:02:00.6,petrol & cng,148319,548299,mumbai,817,suv,manual,vxi cng,TRUE,12736,82245,1
782,maruti celerio,2017,2019-03-24T08:43:48.56,petrol,8865,480000,bengaluru,80,hatchback,manual,vxi (o),FALSE,11149,72000,1
783,maruti wagon r 1.0,2015,2021-02-20T08:28:44.365,petrol & cng,207086,247799,ghaziabad,1370,hatchback,manual,lxi cng,TRUE,5756,37170,2
784,hyundai grand i10,2013,2021-03-11T09:11:07.086,petrol,60133,360699,chennai,1212,hatchback,manual,sports 1.2 vtvt,TRUE,8378,54105,2
785,honda city,2010,2021-04-05T14:47:34.261,petrol,98807,388199,bengaluru,1214,sedan,automatic,v at,FALSE,9017,58230,3
786,maruti wagon r 1.0,2012,2021-02-17T05:18:42.696,petrol & cng,41964,259499,mumbai,1226,hatchback,manual,lxi cng,FALSE,6028,38925,2
787,honda city,2010,2020-12-21T13:58:59.147,petrol,122773,263899,new delhi,1590,sedan,manual,s mt petrol,TRUE,6130,39585,1
788,mahindra xuv500,2012,2021-04-06T12:12:36.908,diesel,163110,531599,pune,1873,luxury suv,manual,w8 fwd,FALSE,12348,79740,1
789,hyundai i10,2010,2019-09-05T08:31:59.552,petrol,124364,130000,new delhi,166,hatchback,manual,era 1.1 irde,FALSE,3020,19500,1
790,hyundai verna,2012,2021-03-01T14:40:27.63,diesel,67818,358099,noida,2261,sedan,manual,fluidic 1.6 sx crdi,TRUE,8318,53715,1
791,hyundai eon,2013,2021-04-07T07:25:49.222,petrol,53063,208499,mumbai,410,hatchback,manual,era plus,TRUE,4843,31275,2
792,datsun redi go,2018,2021-02-17T10:12:07.699,petrol,1676,243099,pune,2857,hatchback,manual,a,TRUE,5647,36465,1
793,maruti ciaz,2016,2021-03-09T19:25:59.342,petrol,53647,572999,mumbai,1485,sedan,manual,vxi plus,TRUE,13309,85950,1
794,hyundai i10,2015,2021-04-06T11:41:10.262,petrol,48590,374499,mumbai,373,hatchback,manual,sportz 1.1 irde2,TRUE,8699,56175,1
795,maruti alto 800,2016,2021-01-25T11:49:45.921,petrol,23105,224399,noida,3909,hatchback,manual,lxi,TRUE,5212,33660,1
796,maruti ritz,2011,2021-03-12T13:48:06.663,petrol,97812,262399,mumbai,337,hatchback,manual,zxi,TRUE,6095,39360,1
797,volkswagen vento,2011,2021-03-01T09:43:46.318,petrol,152770,245599,mumbai,1035,sedan,manual,trendline petrol,TRUE,5705,36840,3
798,hyundai i10,2011,2021-04-13T10:06:35.821,petrol,93562,294399,hyderabad,260,hatchback,manual,magna 1.2 kappa2,TRUE,6838,44160,2
799,maruti alto 800,2014,2021-03-31T10:47:43.985,petrol,21725,284399,bengaluru,420,hatchback,manual,lxi,TRUE,6606,42660,1
800,nissan micra,2011,2021-03-15T14:28:30.134,diesel,105520,259099,chennai,1955,hatchback,manual,xv diesel,TRUE,6018,38865,1
801,mahindra kuv100,2016,2021-03-12T06:44:45.857,petrol,21041,313099,noida,3978,suv,manual,k4+ 6 str,TRUE,7273,46965,1
802,honda city,2010,2021-02-10T11:42:38.88,petrol,27657,317499,mumbai,1694,sedan,manual,s mt petrol,TRUE,7375,47625,1
803,hyundai elite i20,2015,2021-03-24T10:26:56.701,diesel,20971,678399,bengaluru,2117,hatchback,manual,asta 1.4 crdi,TRUE,15758,101760,1
804,hyundai i20,2012,2021-04-10T11:03:52.74,petrol,91465,298099,pune,686,hatchback,manual,magna 1.2 vtvt,FALSE,6924,44715,1
805,maruti wagon r 1.0,2013,2021-02-07T07:27:42.821,petrol,54361,248999,pune,1318,hatchback,manual,vxi,TRUE,5784,37350,2
806,maruti swift dzire,2014,2021-04-05T08:10:31.003,petrol,56002,472699,mumbai,258,sedan,manual,vxi 1.2 bs iv,TRUE,10980,70905,1
807,hyundai i10,2011,2021-01-22T09:11:43.171,petrol,5044,357399,bengaluru,2859,hatchback,manual,magna 1.2 kappa2,TRUE,8301,53610,1
808,hyundai grand i10,2014,2021-03-24T13:09:58.685,petrol,110017,323499,noida,480,hatchback,manual,sportz 1.2 kappa vtvt,TRUE,7514,48525,1
809,hyundai santro xing,2012,2021-03-30T14:13:54.25,petrol,43847,210699,mumbai,659,hatchback,manual,gls,TRUE,4894,31605,3
810,honda amaze,2018,2021-02-16T06:58:59.239,petrol,12824,681899,bengaluru,1374,sedan,manual,1.2 vxmt i vtec,TRUE,15839,102285,1
811,hyundai santro xing,2014,2021-03-20T13:05:11.981,petrol & cng,94746,285899,ahmedabad,1338,hatchback,manual,gl plus,TRUE,6641,42885,1
812,skoda rapid,2011,2021-02-06T13:59:20.103,diesel,154355,374499,bengaluru,1155,sedan,manual,elegance 1.6 tdi mt,TRUE,8699,56175,1
813,hyundai i10,2010,2021-01-30T12:27:22.146,petrol,111674,176099,new delhi,3638,hatchback,manual,magna 1.2 kappa2,TRUE,4090,26415,1
814,volkswagen vento,2013,2021-02-26T07:56:58.216,diesel,81479,420299,mumbai,772,sedan,manual,highline diesel,TRUE,9762,63045,2
815,mahindra kuv100,2016,2021-03-16T07:45:40.366,petrol,27265,369999,chennai,4043,suv,manual,k8 6 str,TRUE,8594,55500,1
816,hyundai grand i10,2015,2020-12-10T00:30:08.189,petrol,56019,447599,bengaluru,616,hatchback,manual,asta at 1.2 kappa vtvt,TRUE,10397,67140,2
817,hyundai creta,2019,2021-02-27T09:01:44.231,petrol,9130,900799,new delhi,5318,suv,manual,1.6 e + vtvt,TRUE,20923,135120,1
818,maruti wagon r 1.0,2017,2021-03-30T08:50:28.914,petrol,12889,432099,pune,3185,hatchback,manual,vxi plus,TRUE,10037,64815,1
819,hyundai i20,2013,2021-03-02T09:53:01.71,petrol,113370,345299,mumbai,1156,hatchback,manual,sportz 1.2 vtvt,TRUE,8020,51795,1
820,hyundai grand i10,2013,2021-03-28T07:30:02.666,petrol,120438,373599,bengaluru,658,hatchback,manual,asta 1.2 vtvt,TRUE,8678,56040,1
821,hyundai verna,2016,2019-08-26T06:00:23.89,petrol,49323,700000,mumbai,534,sedan,manual,fluidic 1.6 sx vtvt,TRUE,16259,105000,1
822,maruti wagon r 1.0,2012,2020-11-05T11:05:04.181,petrol,98462,238799,mumbai,1205,hatchback,manual,vxi,FALSE,5547,35820,1
823,hyundai elite i20,2017,2021-03-25T15:14:13.805,petrol,10302,618199,mumbai,556,hatchback,manual,sportz 1.2,FALSE,14359,92730,1
824,maruti wagon r 1.0,2013,2021-04-05T11:11:23.361,petrol & cng,96602,329499,pune,529,hatchback,manual,lxi cng,FALSE,7653,49425,4
825,honda amaze,2017,2019-03-18T13:09:31.266,petrol,10143,550000,ahmedabad,226,sedan,manual,1.2 s (o) mt i vtec,FALSE,12775,82500,1
826,maruti ritz,2013,2020-09-10T01:30:01.496,petrol,75842,238599,mumbai,1588,hatchback,manual,vxi bs iv,FALSE,5542,35790,2
827,maruti ertiga,2016,2021-02-21T05:13:57.426,diesel,169374,703899,chennai,1108,suv,manual,zdi plus shvs,TRUE,16350,105585,1
828,hyundai creta,2015,2020-11-13T10:45:36.11,petrol,58585,732299,new delhi,960,suv,manual,1.6 sx plus petrol,TRUE,17009,109845,1
829,renault kwid,2016,2021-02-16T07:45:32.384,petrol,30632,346499,bengaluru,1173,hatchback,manual,rxt opt,TRUE,8048,51975,1
830,maruti ertiga,2012,2021-03-28T13:34:39.611,petrol,41547,476999,mumbai,2809,suv,manual,vxi,FALSE,11079,71550,1
831,maruti baleno,2017,2021-04-19T16:53:23.9,diesel,76217,582299,new delhi,273,hatchback,manual,alpha ddis 190,TRUE,13525,87345,2
832,hyundai i20,2011,2021-03-21T08:46:55.151,petrol,30746,251099,gurgaon,2193,hatchback,manual,era 1.2,TRUE,5832,37665,1
833,maruti wagon r 1.0,2012,2021-03-31T09:57:13.756,petrol,21852,302099,mumbai,367,hatchback,manual,vxi,TRUE,7017,45315,1
834,maruti ertiga,2016,2021-03-09T11:58:43.4,diesel,43399,761399,mumbai,1128,suv,manual,vdi shvs,TRUE,17685,114210,1
835,maruti alto 800,2016,2021-02-08T13:24:40.165,petrol & cng,57923,237199,new delhi,1091,hatchback,manual,lxi,TRUE,5510,35580,1
836,hyundai i10,2013,2021-04-06T09:52:11.497,petrol,100679,246499,ahmedabad,882,hatchback,manual,era 1.1 irde,TRUE,5726,36975,1
837,maruti swift,2014,2021-02-18T10:50:32.112,petrol & cng,39571,376099,new delhi,1759,hatchback,manual,vxi,TRUE,8736,56415,1
838,maruti swift,2012,2021-02-10T06:26:15.697,diesel,82585,302399,new delhi,67,hatchback,manual,vdi,TRUE,7024,45360,1
839,hyundai i20,2011,2021-02-18T09:24:01.109,petrol,80612,251799,mumbai,455,hatchback,manual,sportz 1.2 o,FALSE,5849,37770,2
840,hyundai elite i20,2015,2021-03-17T13:05:17.072,petrol,23973,559399,ahmedabad,2926,hatchback,manual,asta 1.2,TRUE,12993,83910,1
841,mercedes benz c class,2008,2020-11-29T18:30:01.448,diesel,83474,200000,new delhi,803,luxury sedan,,c 220 cdi elegance mt,TRUE,4646,30000,2
842,hyundai new santro,2019,2021-03-21T13:05:54.986,petrol,13427,500199,lucknow,2870,,,sportz 1.1,TRUE,11618,75030,1
843,hyundai eon,2014,2021-04-06T08:20:45.658,petrol,29661,291899,bengaluru,848,hatchback,manual,era plus,TRUE,6780,43785,1
844,audi q3,2016,2019-08-24T06:33:40.437,diesel,68290,2750000,mumbai,185,luxury suv,automatic,35 tdi premium plus,FALSE,63876,412500,1
845,maruti swift,2012,2020-05-31T03:17:52.644,petrol,61782,300000,new delhi,742,hatchback,manual,zxi,FALSE,6968,45000,2
846,hyundai grand i10,2013,2021-03-27T08:05:12.184,petrol,85110,341799,new delhi,904,hatchback,manual,sportz 1.2 kappa vtvt,TRUE,7939,51270,1
847,hyundai elite i20,2016,2021-03-06T08:14:08.641,diesel,88378,508499,new delhi,1541,hatchback,manual,1.4 crdi asta (o),TRUE,11811,76275,1
848,hyundai grand i10,2017,2021-03-21T11:06:26.284,petrol,21830,574799,hyderabad,2545,hatchback,,sportz (o) 1.2 at vtvt,TRUE,13351,86220,1
849,hyundai i10,2009,2020-11-04T08:31:24.685,petrol,97719,228299,bengaluru,550,hatchback,manual,sportz 1.2,TRUE,5303,34245,3
850,honda civic,2010,2021-03-20T09:20:55.434,petrol,66894,423899,bengaluru,1861,sedan,automatic,1.8v at,TRUE,9846,63585,3
851,volkswagen jetta,2015,2021-04-13T10:55:26.372,diesel,96631,1052216,pune,894,sedan,automatic,highline tdi at,TRUE,24440,157833,1
852,mahindra xuv500,2015,2020-12-20T09:00:01.263,diesel,119932,733899,mumbai,1235,luxury suv,manual,w8 fwd,TRUE,17047,110085,2
853,mahindra thar,2014,2020-06-01T13:13:38.053,diesel,78542,420000,pune,567,suv,manual,crde 4x4 bs iv,FALSE,9756,63000,1
854,renault duster,2013,2021-04-01T14:01:11.065,diesel,120039,331799,ghaziabad,1213,suv,manual,85 ps rxl,TRUE,7707,49770,1
855,mahindra scorpio,2014,2021-01-25T06:01:39.531,diesel,24847,880799,ghaziabad,5473,suv,manual,s10,TRUE,20459,132120,1
856,hyundai i10,2010,2021-03-23T06:25:21.254,petrol,43890,322399,bengaluru,112,hatchback,manual,magna 1.2,TRUE,7489,48360,2
857,maruti swift dzire,2013,2021-04-15T11:10:38.652,diesel,108631,471799,hyderabad,551,sedan,manual,vdi bs iv,TRUE,10959,70770,2
858,tata tiago,2019,2021-03-12T10:21:06.833,petrol,43346,453399,chennai,1422,hatchback,manual,xz 1.2 revotron,TRUE,10531,68010,1
859,hyundai i10,2011,2021-03-28T05:11:13.605,petrol,95082,252799,ahmedabad,407,hatchback,manual,magna 1.2 kappa2,FALSE,5872,37920,1
860,maruti ertiga,2017,2019-03-28T10:40:09.626,petrol & cng,73340,612000,pune,546,suv,manual,vxi cng,FALSE,14215,91800,1
861,honda wr-v,2017,2021-04-03T13:52:13.058,diesel,31874,714199,new delhi,840,suv,manual,1.5 i-dtec vx mt,TRUE,16589,107130,1
862,hyundai verna,2013,2021-01-08T09:32:47.656,diesel,49718,397499,new delhi,3558,sedan,manual,fluidic 1.6 sx crdi,TRUE,9233,59625,1
863,toyota etios,2011,2021-03-15T05:50:25.666,petrol,13579,402399,bengaluru,23375,sedan,manual,v,FALSE,9347,60360,1
864,maruti wagon r 1.0,2016,2021-02-06T10:24:09.531,petrol & cng,48003,347699,mumbai,2450,hatchback,manual,lxi cng,TRUE,8076,52155,1
865,skoda rapid,2015,2021-03-12T08:31:15.194,diesel,78966,457099,bengaluru,1818,sedan,manual,1.5 tdi mt ambition,TRUE,10617,68565,3
866,hyundai santro xing,2010,2021-04-07T09:32:05.054,petrol & lpg,44077,263599,hyderabad,901,hatchback,manual,gls lpg,TRUE,6123,39540,1
867,hyundai creta,2017,2021-03-03T10:53:51.43,petrol,17713,987199,hyderabad,3784,suv,manual,1.6 sx plus petrol,TRUE,22930,148080,1
868,hyundai i20,2010,2021-03-21T05:17:04.149,petrol,75640,256099,new delhi,357,hatchback,manual,sportz 1.2 o,TRUE,5949,38415,2
869,maruti swift,2018,2021-02-22T12:57:12.685,petrol,14695,607399,bengaluru,1304,hatchback,manual,vxi,TRUE,14108,91110,1
870,honda amaze,2016,2021-04-06T09:33:42.067,petrol,24434,504699,ahmedabad,1415,sedan,manual,1.2 smt i vtec,TRUE,11723,75705,1
871,maruti eeco,2018,2021-03-23T09:54:40.883,petrol,31895,430999,bengaluru,415,suv,manual,5 str with ac plushtr,TRUE,10011,64650,1
872,hyundai santro xing,2009,2021-04-17T09:28:04.4,petrol,71417,215899,ahmedabad,153,hatchback,manual,gls,TRUE,5015,32385,2
873,maruti zen estilo,2010,2021-03-19T17:44:48.995,petrol,67593,184799,mumbai,741,hatchback,manual,vxi,TRUE,4292,27720,1
874,hyundai i20,2011,2021-02-04T13:05:56.137,petrol,38857,371199,bengaluru,2038,hatchback,manual,magna o 1.2,TRUE,8622,55680,1
875,hyundai i20,2014,2021-05-28T11:01:32.046,petrol,51261,499000,mumbai,39,hatchback,manual,sportz 1.2 vtvt,FALSE,11591,74850,1
876,hyundai i10,2014,2021-03-23T12:32:03.92,petrol,13068,386099,mumbai,1029,hatchback,manual,magna 1.1 irde2,TRUE,8968,57915,1
877,hyundai i20,2013,2021-02-15T11:45:08.741,petrol,74457,386299,chennai,1359,hatchback,manual,asta 1.2,TRUE,8973,57945,2
878,renault duster,2015,2021-02-01T09:14:38.727,diesel,171979,475399,mumbai,1458,suv,manual,85 ps rxe,TRUE,11042,71310,1
879,mercedes benz e class,2013,2021-02-10T07:10:51.971,diesel,52110,1352489,gurgaon,2555,luxury sedan,manual,e 220 cdi elegance,TRUE,31415,202874,1
880,hyundai grand i10,2017,2020-12-18T10:39:51.679,petrol,10172,460999,pune,774,hatchback,manual,magna 1.2 kappa vtvt,TRUE,10708,69150,1
881,maruti wagon r 1.0,2012,2021-02-11T18:13:56.49,petrol & cng,104227,275599,mumbai,1257,hatchback,manual,lxi cng,TRUE,6401,41340,1
882,hyundai elite i20,2015,2021-02-27T09:34:08.564,diesel,47644,491399,new delhi,2709,hatchback,manual,magna 1.4 crdi,TRUE,11414,73710,1
883,renault duster,2012,2021-03-04T10:41:56.043,diesel,115024,484199,bengaluru,1546,suv,manual,85 ps rxl,TRUE,11247,72630,2
884,toyota etios,2011,2021-04-03T09:20:01.375,diesel,130494,380299,bengaluru,1135,sedan,manual,gd,TRUE,8833,57045,1
885,toyota innova,2010,2021-04-14T11:54:40.755,diesel,205948,530699,pune,963,suv,manual,2.5 g4 7 str,TRUE,12327,79605,2
886,maruti alto,2009,2021-04-09T06:03:21.423,petrol,39622,164499,pune,881,hatchback,manual,lxi,FALSE,3821,24675,1
887,volkswagen polo,2012,2021-02-15T09:24:51.759,petrol,38023,322699,pune,2580,hatchback,manual,highline1.2l petrol,TRUE,7495,48405,1
888,honda city,2015,2021-04-16T11:18:51.641,petrol,59851,559599,noida,1133,sedan,manual,v mt petrol,TRUE,12998,83940,1
889,mg hector,2019,2021-04-03T08:26:43.772,petrol,83351,1477426,gurgaon,1328,,,sharp dct petrol,TRUE,34317,221614,1
890,honda br-v,2016,2021-03-11T15:05:18.617,petrol,14173,676899,pune,3308,suv,manual,1.5 i-vtec vx,TRUE,15723,101535,1
891,volkswagen polo,2015,2021-04-04T06:43:35.033,petrol,84079,474999,pune,522,hatchback,manual,highline1.2l petrol,TRUE,11033,71250,1
892,mahindra scorpio,2012,2020-08-02T09:13:10.558,diesel,87063,390000,new delhi,547,suv,manual,sle bs iv,TRUE,9059,58500,1
893,tata tiago,2016,2021-03-10T12:28:49.386,petrol,43387,329199,new delhi,2933,hatchback,manual,xm 1.2 revotron,TRUE,7646,49380,1
894,mahindra tuv300,2017,2020-12-19T11:00:03.212,diesel,32394,705499,mumbai,1714,suv,manual,t8,TRUE,16387,105825,1
895,maruti celerio,2014,2021-02-09T11:17:28.266,petrol,43981,291699,ahmedabad,4552,hatchback,manual,vxi,FALSE,6775,43755,1
896,hyundai santro xing,2011,2021-03-12T07:21:44.318,petrol,88720,261699,hyderabad,1991,hatchback,manual,gl plus,TRUE,6079,39255,1
897,maruti swift,2018,2020-11-03T07:47:45.87,petrol,50364,589399,bengaluru,2657,hatchback,manual,vxi,TRUE,13690,88410,1
898,bmw x1,2016,2021-03-08T09:57:36.583,diesel,25485,1818604,new delhi,7453,luxury suv,automatic,sdrive 20d,TRUE,42242,272791,2
899,hyundai elite i20,2019,2021-02-25T14:00:05.842,petrol,8746,650999,bengaluru,2850,hatchback,,1.2 magna plus vtvt,TRUE,15121,97650,1
900,maruti alto 800,2012,2021-04-14T13:22:51.301,petrol,126375,202099,gurgaon,372,hatchback,manual,lxi,TRUE,4694,30315,2
901,hyundai verna,2014,2021-03-31T06:35:15.038,diesel,186575,400599,noida,1511,sedan,manual,fluidic 1.6 sx crdi,TRUE,9305,60090,3
902,maruti alto k10,2016,2021-03-17T09:48:56.991,petrol,8545,361299,chennai,940,hatchback,,vxi (o) amt,TRUE,8392,54195,1
903,hyundai elite i20,2014,2021-03-16T09:35:16.531,petrol & cng,78930,431399,faridabad,1659,hatchback,manual,asta 1.2,TRUE,10020,64710,2
904,maruti alto k10,2016,2021-04-18T05:43:14.151,petrol,23199,376499,chennai,147,hatchback,,vxi amt,TRUE,8745,56475,1
905,mahindra xuv500,2012,2020-08-14T12:39:25.828,diesel,59608,438099,new delhi,10575,luxury suv,manual,w8 fwd,TRUE,10176,65715,1
906,maruti ertiga,2016,2021-03-22T11:53:33.815,diesel,59802,788499,pune,1491,suv,manual,zdi plus shvs,TRUE,18315,118275,1
907,hyundai grand i10,2014,2021-02-16T14:28:50.005,petrol,138853,322499,new delhi,634,hatchback,manual,magna 1.2 kappa vtvt,TRUE,7491,48375,1
908,hyundai elite i20,2015,2020-05-05T20:32:10.82,petrol,41701,516000,bengaluru,328,hatchback,manual,sportz 1.2,FALSE,11985,77400,1
909,hyundai elite i20,2016,2021-04-06T05:54:48.206,petrol,39768,650799,bengaluru,900,hatchback,manual,asta 1.2 (o),TRUE,15116,97620,1
910,volkswagen polo,2014,2021-02-09T14:29:32.793,petrol,49253,517299,mumbai,888,hatchback,automatic,gt tsi 1.2 petrol at,TRUE,12016,77595,1
911,toyota fortuner,2017,2021-04-08T08:28:30.013,diesel,81861,2571559,mumbai,1827,luxury suv,automatic,2.8 4x2 at,TRUE,59731,385734,1
912,mercedes benz c class,2017,2019-09-10T12:20:38.576,diesel,10579,3250000,gurgaon,414,luxury sedan,manual,c 220 cdi style,FALSE,75489,487501,1
913,datsun go plus,2016,2021-03-18T13:11:02.838,petrol,32405,300399,hyderabad,3878,hatchback,manual,t,TRUE,6978,45060,1
914,maruti wagon r,2008,2021-03-18T05:19:33.226,petrol,77123,138299,pune,2470,hatchback,manual,lxi,TRUE,3212,20745,2
915,maruti ciaz,2015,2021-04-05T05:24:52.852,petrol,60900,620299,bengaluru,797,sedan,manual,vxi plus,TRUE,14408,93045,1
916,maruti baleno,2016,2021-03-29T13:39:04.374,petrol,60068,556199,chennai,157,hatchback,manual,delta 1.2 k12,TRUE,12919,83430,1
917,maruti alto k10,2015,2021-03-12T08:36:58.91,petrol,12657,293899,mumbai,481,hatchback,manual,vxi,FALSE,6827,44085,1
918,maruti swift dzire,2013,2021-03-08T06:09:18.034,diesel,83315,372199,new delhi,319,sedan,manual,vdi bs iv,TRUE,8645,55830,1
919,hyundai i20,2010,2021-02-22T12:41:42.156,petrol,38182,259399,mumbai,1579,hatchback,manual,magna o 1.2,FALSE,6025,38910,1
920,nissan micra active,2016,2021-03-19T12:37:07.042,petrol,63814,404399,bengaluru,1059,hatchback,manual,xv s,TRUE,9393,60660,1
921,mahindra tuv300,2016,2021-04-01T13:19:48.937,diesel,69884,504299,faridabad,1504,suv,manual,t6+,TRUE,11714,75645,1
922,maruti alto,2009,2021-03-22T09:05:17.374,petrol,35094,156599,pune,1522,hatchback,manual,lxi,TRUE,3637,23490,1
923,maruti eeco,2017,2021-03-18T14:56:51.28,petrol & cng,111095,297299,new delhi,1398,suv,manual,5 str with ac plushtr,TRUE,6906,44595,1
924,hyundai creta,2015,2021-04-17T13:16:28.657,diesel,97803,888899,mumbai,457,suv,automatic,1.6 crdi sx plus auto,TRUE,20647,133335,1
925,toyota etios,2011,2020-12-16T13:11:13.039,diesel,100743,231699,new delhi,1605,sedan,manual,vd,TRUE,5382,34755,1
926,maruti wagon r 1.0,2012,2021-01-13T11:03:23.383,petrol,50014,255199,mumbai,1502,hatchback,manual,vxi,TRUE,5928,38280,1
927,maruti alto k10,2013,2021-03-18T10:53:40.01,petrol & cng,99985,201799,noida,1415,hatchback,manual,vxi,TRUE,4687,30270,1
928,ford figo,2011,2021-02-13T12:25:13.585,petrol,97608,181899,pune,2959,hatchback,manual,1.2 zxi duratec,TRUE,4225,27285,2
929,maruti wagon r 1.0,2011,2021-04-02T07:17:47.46,petrol,63165,320599,hyderabad,693,hatchback,manual,lxi,TRUE,7447,48090,1
930,maruti vitara brezza,2019,2021-03-08T15:06:50.344,diesel,39681,771599,new delhi,3101,suv,manual,vdi,TRUE,17922,115740,1
931,hyundai grand i10,2018,2021-02-26T08:01:00.562,petrol,21074,562399,bengaluru,1196,hatchback,manual,sports 1.2 vtvt,TRUE,13063,84360,1
932,chevrolet spark,2013,2021-03-09T15:49:15.678,petrol,28778,180899,mumbai,3684,hatchback,manual,lt 1.0,TRUE,4202,27135,1
933,ford figo,2012,2021-03-02T17:55:21.69,diesel,60930,216199,faridabad,4561,hatchback,manual,1.4 lxi duratorq,FALSE,5022,32430,1
934,kia seltos,2019,2021-03-31T13:00:02.078,petrol,5348,1734168,mumbai,1446,,,gtx+ 1.4 mt,TRUE,40280,260126,1
935,hyundai creta,2015,2021-03-11T06:10:26.593,diesel,86573,934599,bengaluru,1848,suv,,1.6 sx crdi,TRUE,21708,140190,1
936,toyota etios,2013,2021-03-16T08:58:10.956,diesel,60472,492099,bengaluru,1410,sedan,manual,vd,TRUE,11430,73815,2
937,ford ecosport,2018,2021-02-26T09:29:18.385,diesel,71483,797399,hyderabad,3012,suv,manual,1.5titanium tdci,TRUE,18522,119610,1
